@RELATION data 
@ATTRIBUTE id string
@ATTRIBUTE ItemLength numeric
@ATTRIBUTE numWords numeric
@ATTRIBUTE containsQuestionMark {true,false}
@ATTRIBUTE containsExclamationMark {true,false}
@ATTRIBUTE hasExternalLink {true,false}
@ATTRIBUTE numNouns numeric
@ATTRIBUTE containsHappyEmo {true,false}
@ATTRIBUTE containsSadEmo {true,false}
@ATTRIBUTE containsFirstOrderPron {true,false}
@ATTRIBUTE containsSecondOrderPron {true,false}
@ATTRIBUTE containsThirdOrderPron {true,false}
@ATTRIBUTE numUppercaseChars numeric
@ATTRIBUTE numPosSentiWords numeric
@ATTRIBUTE numNegSentiWords numeric
@ATTRIBUTE numMentions numeric}
@ATTRIBUTE numHashtags numeric
@ATTRIBUTE numURLs numeric
@ATTRIBUTE retweetCount numeric
@ATTRIBUTE numSlangs numeric
@ATTRIBUTE hasColon {true,false}
@ATTRIBUTE hasPlease {true,false}
@ATTRIBUTE wotTrust numeric
@ATTRIBUTE numQuestionMark numeric
@ATTRIBUTE numExclamationMark numeric
@ATTRIBUTE readability numeric
@ATTRIBUTE urlIndegree numeric
@ATTRIBUTE urlHarmonic numeric
@ATTRIBUTE alexaCountryRank numeric
@ATTRIBUTE alexaDeltaRank numeric
@ATTRIBUTE alexaPopularity numeric
@ATTRIBUTE alexaReachRank numeric
@ATTRIBUTE theClass {fake,real}
@DATA
'263151634547351552',98,10,false,false,false,2,false,false,false,false,false,1,0,2,3,3,1,2,0,true,false,?,0,0,75.875,?,?,?,?,?,?,fake
'263112115789905920',116,15,false,true,false,4,false,false,false,false,false,7,0,2,2,1,1,0,2,true,false,?,0,2,95.165,?,?,?,?,?,?,fake
'263024561535205377',57,7,true,false,false,2,false,true,false,false,false,4,0,0,0,1,1,0,0,true,false,?,1,0,102.045,?,?,?,?,?,?,fake
'263095999667507200',134,21,false,false,false,6,false,false,false,false,false,4,0,1,1,1,1,0,1,true,false,?,0,0,94.045,?,?,?,?,?,?,fake
'263143915950067712',83,12,false,false,false,7,false,false,false,false,false,51,0,1,1,0,1,1,0,false,false,?,0,0,67.755,?,?,?,?,?,?,fake
'263277245228015617',143,19,false,true,false,7,false,false,false,false,false,7,1,1,0,2,1,0,0,false,false,?,0,1,81.424,?,?,?,?,?,?,fake
'262997118065717248',73,11,false,false,false,4,false,false,false,false,false,1,0,2,1,1,1,0,1,false,false,?,0,0,95.165,?,?,?,?,?,?,fake
'263006141557141504',74,10,false,false,false,4,false,false,false,false,false,1,0,0,0,2,1,0,0,false,false,?,0,0,103.54,?,?,?,?,?,?,fake
'263318551132254209',139,21,false,false,false,6,false,false,false,false,false,11,0,2,1,2,1,0,1,true,false,?,0,0,75.121,?,?,?,?,?,?,fake
'263050266738302976',100,13,true,false,false,4,false,false,false,false,false,4,2,0,1,1,1,0,0,true,false,?,1,0,80.059,?,?,?,?,?,?,fake
'263359887239684096',88,10,true,true,false,7,false,false,false,false,false,3,1,0,1,1,1,0,0,true,false,?,1,2,107.6,?,?,?,?,?,?,fake
'263079669744668672',65,6,true,true,false,3,false,false,false,false,false,1,0,0,1,2,1,0,1,false,false,?,1,1,118.175,?,?,?,?,?,?,fake
'262997827729375232',116,15,true,false,false,4,false,false,true,false,true,2,3,1,0,3,1,0,0,false,false,?,1,0,88.905,?,?,?,?,?,?,fake
'263040223590621186',66,9,false,false,false,1,false,false,false,true,false,1,0,2,0,3,1,0,0,false,false,?,0,0,87.945,?,?,?,?,?,?,fake
'262994542482051072',85,12,false,false,false,5,false,false,false,false,false,2,2,1,1,1,1,1,0,false,false,?,0,0,95.688,?,?,?,?,?,?,fake
'263198819393609730',96,12,false,false,false,5,false,false,false,false,false,4,0,1,3,1,1,1,1,true,false,?,0,0,94.3,?,?,?,?,?,?,fake
'263110203204046849',119,17,true,true,false,6,false,false,false,false,false,3,0,2,1,1,1,0,5,true,false,?,1,1,92.965,?,?,?,?,?,?,fake
'262951409694154752',116,19,true,true,false,4,false,false,true,false,false,6,0,0,1,0,1,0,1,true,false,?,2,2,103.7,?,?,?,?,?,?,fake
'263099456289906689',55,6,false,false,false,2,false,false,false,false,false,1,0,1,0,2,1,0,0,false,false,?,0,0,97.025,?,?,?,?,?,?,fake
'263075229029511168',92,10,false,false,false,2,false,false,false,false,false,2,1,2,2,2,1,1,0,true,false,?,0,0,70.34,?,?,?,?,?,?,fake
'263757670924820480',66,7,true,true,false,2,false,false,false,false,false,1,0,1,0,2,1,0,0,false,false,?,3,5,102.778,?,?,?,?,?,?,fake
'263065558487027712',51,5,false,true,false,0,false,false,false,false,false,0,0,1,0,2,1,0,0,false,false,?,0,2,90.99,?,?,?,?,?,?,fake
'263203876247846913',128,17,true,true,false,6,false,false,false,false,false,7,0,1,1,1,1,0,2,true,false,?,6,1,87.284,?,?,?,?,?,?,fake
'262983821446758401',136,21,false,true,false,11,false,false,false,false,false,9,0,2,2,0,1,0,1,true,false,?,0,1,81.424,?,?,?,?,?,?,fake
'263105011997896705',84,10,false,false,false,4,false,false,false,false,false,1,0,1,1,1,1,1,2,false,false,?,0,0,103.625,?,?,?,?,?,?,fake
'263079998414548993',128,17,false,false,false,6,false,false,false,false,false,2,0,0,0,3,1,0,0,false,false,?,0,0,56.978,?,?,?,?,?,?,fake
'263115284330713089',139,17,true,true,false,8,false,false,false,false,false,8,0,2,2,1,1,0,0,true,false,?,1,2,78.873,?,?,?,?,?,?,fake
'263234705468583936',80,9,false,false,false,1,false,false,false,false,false,1,1,2,2,1,1,0,0,true,false,?,0,0,82.39,?,?,?,?,?,?,fake
'263004810222133248',136,17,true,true,false,9,false,false,false,false,false,6,0,1,2,3,1,0,4,true,false,?,4,7,116.145,?,?,?,?,?,?,fake
'262961267147431936',117,15,false,false,false,3,false,false,false,false,false,2,3,0,1,4,1,1,1,false,false,?,0,0,81.855,?,?,?,?,?,?,fake
'263319611339059201',118,15,false,true,false,6,false,false,false,false,false,7,0,0,1,1,1,0,0,true,false,?,0,2,70.084,?,?,?,?,?,?,fake
'263123375013117952',127,17,false,false,false,5,false,false,false,false,false,4,1,1,1,2,1,0,1,true,false,?,0,0,90.09,?,?,?,?,?,?,fake
'263007402339733504',144,20,true,true,false,9,false,false,false,false,false,10,1,1,2,1,1,0,4,true,false,?,1,3,116.483,?,?,?,?,?,?,fake
'263102171862679552',95,17,false,false,false,6,false,false,false,false,false,2,0,2,0,2,1,0,0,false,false,?,0,0,89.896,?,?,?,?,?,?,fake
'263058424470835200',80,5,false,false,false,2,false,false,false,false,false,1,0,0,0,1,1,0,0,false,false,?,0,0,62.79,?,?,?,?,?,?,fake
'262974821808365571',135,18,true,true,false,9,false,false,false,false,false,12,0,3,2,0,1,0,0,true,false,?,1,1,84.9,?,?,?,?,?,?,fake
'263112514294915072',118,21,false,true,true,4,false,false,false,true,false,2,1,1,0,2,1,0,5,false,false,69,0,2,112.593,302389,302389,302389,302389,302389,302389,fake
'263095662973960192',103,14,true,false,false,5,false,false,false,false,false,4,1,0,1,2,1,0,0,false,false,?,1,0,64.925,?,?,?,?,?,?,fake
'263247228217462784',129,12,false,true,false,4,false,false,false,false,false,1,0,0,0,9,1,0,0,false,false,?,0,3,119.19,?,?,?,?,?,?,fake
'263136919683207168',108,13,true,false,false,5,false,false,false,false,false,3,0,0,1,1,1,0,2,true,false,?,1,0,80.306,?,?,?,?,?,?,fake
'263115415650189312',130,16,false,true,false,5,false,false,false,false,false,1,3,1,0,3,1,0,0,false,false,?,0,2,76.591,?,?,?,?,?,?,fake
'263063613470826496',49,5,false,false,false,1,false,false,false,false,false,1,1,0,0,2,1,0,0,false,false,?,0,0,62.79,?,?,?,?,?,?,fake
'263092177985495040',56,7,false,false,false,2,false,false,false,false,false,3,1,0,0,1,1,0,1,false,false,?,0,0,102.045,?,?,?,?,?,?,fake
'263073390561226752',89,13,false,false,false,5,false,false,false,false,false,37,0,1,0,1,1,0,3,false,false,?,0,0,95.955,?,?,?,?,?,?,fake
'263105540769603584',91,11,false,true,false,4,false,false,false,false,false,4,0,2,1,1,1,0,2,true,false,?,0,2,92.965,?,?,?,?,?,?,fake
'263399977362014208',57,6,false,false,false,1,false,false,false,false,false,0,0,1,0,2,1,0,0,false,false,?,0,0,75.875,?,?,?,?,?,?,fake
'263401183920680963',78,9,false,true,false,0,false,false,false,false,false,2,0,1,1,2,1,3,1,true,false,?,0,2,90.959,?,?,?,?,?,?,fake
'263057609748250624',96,11,false,false,false,1,false,false,false,false,false,2,1,1,1,1,1,1,0,false,false,?,0,0,52.865,?,?,?,?,?,?,fake
'263038874639544320',89,11,false,false,false,4,false,false,false,false,false,2,1,0,1,3,1,1,0,false,false,?,0,0,61.24,?,?,?,?,?,?,fake
'263105193007267841',96,12,false,false,false,5,false,false,false,false,false,4,0,1,2,1,1,0,1,true,false,?,0,0,94.3,?,?,?,?,?,?,fake
'263109832972840961',43,4,true,false,false,1,false,false,false,false,false,1,0,0,0,1,1,0,0,false,false,?,1,0,119.19,?,?,?,?,?,?,fake
'263068064491401217',52,6,true,true,false,?,false,false,?,?,?,2,?,?,1,2,1,0,?,false,false,?,1,2,?,?,?,?,?,?,?,fake
'263055724454760448',66,7,true,false,false,3,false,false,false,false,false,2,1,0,1,1,1,0,0,true,false,?,2,0,117.16,?,?,?,?,?,?,fake
'263184073315475456',80,8,false,false,false,2,false,false,false,false,false,0,1,0,0,3,1,0,0,false,false,?,0,0,49.48,?,?,?,?,?,?,fake
'263138990054584321',129,16,false,true,false,6,false,false,false,false,false,4,0,2,0,2,1,0,0,false,false,?,0,3,78.873,?,?,?,?,?,?,fake
'263271538206326784',96,13,false,true,false,4,false,false,true,false,false,2,1,1,0,4,1,0,0,false,false,?,0,2,84.9,?,?,?,?,?,?,fake
'263121919086301186',72,6,false,false,false,0,false,false,false,false,false,1,0,1,1,1,1,0,0,true,false,?,0,0,75.875,?,?,?,?,?,?,fake
'262978889989619712',108,12,true,true,false,6,false,false,false,false,false,2,2,0,2,2,1,1,2,true,false,?,2,1,80.068,?,?,?,?,?,?,fake
'263079819758166017',115,16,false,false,false,5,false,true,false,false,false,5,0,1,1,3,1,0,1,true,false,?,0,0,67.755,?,?,?,?,?,?,fake
'263090924337389568',129,21,false,false,false,5,false,false,false,true,false,4,0,2,0,4,1,0,4,false,false,?,0,0,74.27,?,?,?,?,?,?,fake
'263107681827557376',102,10,false,false,false,4,false,false,false,false,false,1,2,0,1,7,1,0,0,false,false,?,0,0,90.99,?,?,?,?,?,?,fake
'263042228576997376',102,12,false,true,false,4,false,false,false,false,false,3,1,1,1,6,1,0,0,false,false,?,0,2,87.945,?,?,?,?,?,?,fake
'263025556797407233',133,17,false,false,false,7,false,false,false,false,false,8,1,0,2,1,1,0,0,true,false,?,0,0,71.768,?,?,?,?,?,?,fake
'262989706302726145',90,8,true,false,false,3,false,false,false,false,false,1,0,0,1,2,1,0,3,true,false,?,1,0,117.16,?,?,?,?,?,?,fake
'263316769979129857',121,15,true,true,false,10,false,false,false,false,false,2,2,0,2,1,1,0,3,true,false,?,3,3,88.905,?,?,?,?,?,?,fake
'263052698360877056',139,19,true,true,false,7,false,false,false,false,false,6,1,2,2,1,1,0,1,true,false,?,1,1,74.27,?,?,?,?,?,?,fake
'263305343302520832',98,15,false,true,false,4,false,false,false,false,false,5,0,2,0,1,1,0,6,false,false,?,0,1,97.703,?,?,?,?,?,?,fake
'263061437839179776',83,8,true,false,false,3,false,false,false,false,false,1,0,0,1,2,1,0,0,true,false,?,1,0,100.24,?,?,?,?,?,?,fake
'263100080247164929',74,12,false,false,false,0,false,false,false,false,true,2,1,0,0,1,1,0,2,false,false,?,0,0,111.07,?,?,?,?,?,?,fake
'263028787002867712',98,13,false,true,false,2,false,false,true,false,true,25,1,0,2,1,1,4,2,true,false,?,0,1,100.24,?,?,?,?,?,?,fake
'263224600706568193',136,19,false,false,false,6,false,false,false,false,false,2,1,0,1,3,1,0,4,true,false,?,0,0,78.81,?,?,?,?,?,?,fake
'263368207027560448',93,10,false,true,false,4,false,false,false,false,false,1,0,0,1,6,1,0,0,false,false,?,0,3,97.025,?,?,?,?,?,?,fake
'263065959399575552',92,16,false,false,false,0,false,false,false,false,false,1,0,1,0,2,1,0,2,false,false,?,0,0,101.982,?,?,?,?,?,?,fake
'263017010651336706',122,19,false,false,false,5,false,false,false,false,true,1,0,1,0,1,1,0,3,true,false,?,0,0,85.015,?,?,?,?,?,?,fake
'263165523288813568',72,8,false,false,false,1,false,false,false,false,false,1,0,1,2,1,1,0,0,true,false,?,0,0,87.945,?,?,?,?,?,?,fake
'263003656230674432',60,6,false,false,false,?,false,false,?,?,?,1,?,?,1,2,1,66,?,false,false,?,0,0,?,?,?,?,?,?,?,fake
'263422716311400448',97,12,false,true,false,?,false,false,?,?,?,1,?,?,0,1,1,0,?,false,false,?,0,2,?,?,?,?,?,?,?,fake
'263005736907452417',135,19,false,true,false,?,false,false,false,false,true,4,2,0,1,2,1,0,0,false,false,?,0,1,?,?,?,?,?,?,?,fake
'263027042017214464',83,12,false,false,false,?,false,false,false,false,false,3,2,0,0,1,1,0,0,false,false,?,0,0,?,?,?,?,?,?,?,fake
'263728677211230209',97,14,false,false,false,?,false,false,false,false,true,9,2,0,0,0,1,0,0,true,false,?,0,0,?,?,?,?,?,?,?,fake
'263062792662286337',112,12,false,true,false,?,false,false,false,false,false,26,3,0,0,3,1,0,0,true,false,?,0,4,?,?,?,?,?,?,?,fake
'263008502472114176',62,6,false,false,false,?,false,false,?,?,?,1,?,?,1,2,1,1,?,false,false,?,0,0,?,?,?,?,?,?,?,fake
'263025585985572865',57,7,false,false,false,?,false,false,false,false,false,5,2,0,0,0,1,0,0,false,false,?,0,0,?,?,?,?,?,?,?,fake
'262992291583627265',116,15,false,false,false,?,false,false,false,false,false,7,3,0,2,0,1,0,0,true,false,?,0,0,?,?,?,?,?,?,?,fake
'263036895104204800',139,20,false,true,false,?,false,false,false,false,true,7,2,0,1,0,1,0,0,true,false,?,0,1,?,?,?,?,?,?,?,fake
'262995549219848192',133,16,false,true,true,?,false,false,false,false,true,20,0,0,1,1,1,0,0,true,false,70,0,2,?,?,?,115,115,115,115,fake
'263178579687378944',83,16,false,false,false,?,false,false,false,false,false,43,1,0,1,1,1,1,1,true,false,?,0,0,?,?,?,?,?,?,?,fake
'263034470012157953',88,10,false,false,false,?,false,false,false,false,false,1,1,0,2,1,1,3,0,false,false,?,0,0,?,?,?,?,?,?,?,fake
'263616024618864640',51,5,false,false,false,?,false,false,false,false,false,1,1,0,1,1,1,0,0,false,false,?,0,0,?,?,?,?,?,?,?,fake
'263058545891766272',80,12,false,false,false,6,false,false,false,false,false,2,1,1,0,2,1,0,0,false,false,?,0,0,52.865,?,?,?,?,?,?,fake
'262976711317135361',107,6,false,false,false,?,false,false,?,?,?,0,?,?,0,6,1,0,?,false,false,?,0,0,?,?,?,?,?,?,?,fake
'263010319243288577',122,7,false,false,false,?,false,false,false,false,false,0,0,0,1,6,1,0,?,true,false,?,0,0,?,?,?,?,?,?,?,fake
'263393680096915456',62,7,false,false,false,2,false,false,false,false,false,1,1,0,1,1,1,1,0,false,false,?,0,0,116.145,?,?,?,?,?,?,fake
'263132093662523393',102,11,false,false,false,4,false,false,false,false,false,4,0,0,1,1,1,3,1,false,false,?,0,0,44.405,?,?,?,?,?,?,fake
'262971144372637696',41,2,false,true,false,?,false,false,?,?,?,1,?,?,1,1,1,2,?,false,false,?,0,1,?,?,?,?,?,?,?,fake
'262994491726757888',62,6,false,false,false,3,false,false,false,false,false,4,0,0,0,1,1,0,1,false,false,?,0,0,117.16,?,?,?,?,?,?,fake
'262970109558128640',44,2,false,false,false,?,false,false,?,?,?,0,?,?,0,2,1,0,?,false,false,?,0,0,?,?,?,?,?,?,?,fake
'263052824403914753',125,9,false,true,false,3,false,false,false,false,false,2,0,1,0,2,1,0,0,false,false,?,0,1,94.511,?,?,?,?,?,?,fake
'263298426303819776',72,8,false,false,false,2,false,false,false,false,false,4,1,1,0,1,1,0,0,false,false,?,0,0,78.873,?,?,?,?,?,?,fake
'263039247253123072',74,9,false,false,false,1,false,false,true,false,false,1,1,0,1,1,1,3,2,false,false,?,0,0,92.965,?,?,?,?,?,?,fake
'263045669391060994',75,4,false,false,false,3,false,false,false,false,false,1,1,0,0,2,1,0,0,false,false,?,0,0,35.605,?,?,?,?,?,?,fake
'262954323389071360',114,15,false,false,false,5,false,false,false,false,false,2,3,0,1,1,1,3,1,false,false,?,0,0,59.682,?,?,?,?,?,?,fake
'262959427685076992',104,8,false,true,false,3,false,false,false,false,false,1,2,1,0,3,1,0,0,false,false,?,0,1,66.4,?,?,?,?,?,?,fake
'262965701776637952',50,3,false,false,false,?,false,false,?,?,?,1,?,?,1,1,1,2,?,false,false,?,0,0,?,?,?,?,?,?,?,fake
'263225337645760512',129,15,false,true,false,2,false,false,false,false,true,1,0,1,2,1,1,0,2,true,false,?,0,5,103.005,?,?,?,?,?,?,fake
'263484295392395264',77,7,false,false,false,2,false,false,false,false,false,1,0,0,0,3,1,0,1,false,false,?,0,0,100.24,?,?,?,?,?,?,fake
